Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
R2Cat1Quest3_ece83569_7		неверно	game/syp.rpy	4508	"[what]"
R2Cat1Quest3_0b50673b_9		PHP	game/syp.rpy	4509	"[what]"
R2Cat1Quest3_6cf422e9_1		Pyhton	game/syp.rpy	4516	"[what]"
R2Cat1Quest3_ece83569_8		неверно	game/syp.rpy	4517	"[what]"
R2Cat1Quest3_0b50673b_10		PHP	game/syp.rpy	4518	"[what]"
R2Cat1Quest3_0b50673b_11		PHP	game/syp.rpy	4528	"[what]"
R2Cat1Quest3_15c8a56f_3		верно	game/syp.rpy	4529	"[what]"
R2Cat1Quest3_f298b128_2		C#	game/syp.rpy	4536	"[what]"
R2Cat1Quest3_ece83569_9		неверно	game/syp.rpy	4537	"[what]"
R2Cat1Quest3_0b50673b_12		PHP	game/syp.rpy	4538	"[what]"
R2Cat1Quest3_a0c415ee_2		HTML	game/syp.rpy	4545	"[what]"
R2Cat1Quest3_ece83569_10		неверно	game/syp.rpy	4546	"[what]"
R2Cat1Quest3_0b50673b_13		PHP	game/syp.rpy	4547	"[what]"
R2Cat1Quest3_6cf422e9_2		Pyhton	game/syp.rpy	4554	"[what]"
R2Cat1Quest3_ece83569_11		неверно	game/syp.rpy	4555	"[what]"
R2Cat1Quest3_0b50673b_14		PHP	game/syp.rpy	4556	"[what]"
R2Cat1Quest4_4227b78b	leader	Вопрос за 400	game/syp.rpy	4571	leader "[what]"
R2Cat1Quest4_e5585006		Язык, созданный польским лингвистом для международного общения	game/syp.rpy	4572	"[what]"
R2Cat1Quest4_15c8a56f		верно	game/syp.rpy	4576	"[what]"
R2Cat1Quest4_ece83569		неверно	game/syp.rpy	4584	"[what]"
R2Cat1Quest4_b72ddd36		Эсперанто	game/syp.rpy	4585	"[what]"
R2Cat1Quest4_ece83569_1		неверно	game/syp.rpy	4593	"[what]"
R2Cat1Quest4_b72ddd36_1		Эсперанто	game/syp.rpy	4594	"[what]"
R2Cat1Quest4_ece83569_2		неверно	game/syp.rpy	4602	"[what]"
R2Cat1Quest4_b72ddd36_2		Эсперанто	game/syp.rpy	4603	"[what]"
R2Cat1Quest4_b72ddd36_3		Эсперанто	game/syp.rpy	4613	"[what]"
R2Cat1Quest4_15c8a56f_1		верно	game/syp.rpy	4614	"[what]"
R2Cat1Quest4_0e4f002b		Польский	game/syp.rpy	4621	"[what]"
R2Cat1Quest4_ece83569_3		неверно	game/syp.rpy	4622	"[what]"
R2Cat1Quest4_b72ddd36_4		Эсперанто	game/syp.rpy	4623	"[what]"
R2Cat1Quest4_238e52d1		Межславянский	game/syp.rpy	4630	"[what]"
R2Cat1Quest4_ece83569_4		неверно	game/syp.rpy	4631	"[what]"
R2Cat1Quest4_b72ddd36_5		Эсперанто	game/syp.rpy	4632	"[what]"
R2Cat1Quest4_aad3a2da		Скандинавский	game/syp.rpy	4639	"[what]"
R2Cat1Quest4_ece83569_5		неверно	game/syp.rpy	4640	"[what]"
R2Cat1Quest4_b72ddd36_6		Эсперанто	game/syp.rpy	4641	"[what]"
R2Cat1Quest4_b72ddd36_7		Эсперанто	game/syp.rpy	4651	"[what]"
R2Cat1Quest4_15c8a56f_2		верно	game/syp.rpy	4652	"[what]"
R2Cat1Quest4_0e4f002b_1		Польский	game/syp.rpy	4659	"[what]"
R2Cat1Quest4_ece83569_6		неверно	game/syp.rpy	4660	"[what]"
R2Cat1Quest4_b72ddd36_8		Эсперанто	game/syp.rpy	4661	"[what]"
R2Cat1Quest4_238e52d1_1		Межславянский	game/syp.rpy	4668	"[what]"
R2Cat1Quest4_ece83569_7		неверно	game/syp.rpy	4669	"[what]"
R2Cat1Quest4_b72ddd36_9		Эсперанто	game/syp.rpy	4670	"[what]"
R2Cat1Quest4_aad3a2da_1		Скандинавский	game/syp.rpy	4677	"[what]"
R2Cat1Quest4_ece83569_8		неверно	game/syp.rpy	4678	"[what]"
R2Cat1Quest4_b72ddd36_10		Эсперанто	game/syp.rpy	4679	"[what]"
R2Cat1Quest4_b72ddd36_11		Эсперанто	game/syp.rpy	4689	"[what]"
R2Cat1Quest4_15c8a56f_3		верно	game/syp.rpy	4690	"[what]"
R2Cat1Quest4_0e4f002b_2		Польский	game/syp.rpy	4697	"[what]"
R2Cat1Quest4_ece83569_9		неверно	game/syp.rpy	4698	"[what]"
R2Cat1Quest4_b72ddd36_12		Эсперанто	game/syp.rpy	4699	"[what]"
R2Cat1Quest4_238e52d1_2		Межславянский	game/syp.rpy	4706	"[what]"
R2Cat1Quest4_ece83569_10		неверно	game/syp.rpy	4707	"[what]"
R2Cat1Quest4_b72ddd36_13		Эсперанто	game/syp.rpy	4708	"[what]"
R2Cat1Quest4_aad3a2da_2		Скандинавский	game/syp.rpy	4715	"[what]"
R2Cat1Quest4_ece83569_11		неверно	game/syp.rpy	4716	"[what]"
R2Cat1Quest4_b72ddd36_14		Эсперанто	game/syp.rpy	4717	"[what]"
R2Cat1Quest5_f8b612b3	leader	Вопрос за 500	game/syp.rpy	4732	leader "[what]"
R2Cat1Quest5_0dfc41fd		Сколько языков у улитки? 	game/syp.rpy	4733	"[what]"
R2Cat1Quest5_15c8a56f		верно	game/syp.rpy	4737	"[what]"
R2Cat1Quest5_ece83569		неверно	game/syp.rpy	4745	"[what]"
R2Cat1Quest5_1c5c249e		1	game/syp.rpy	4746	"[what]"
R2Cat1Quest5_ece83569_1		неверно	game/syp.rpy	4754	"[what]"
R2Cat1Quest5_1c5c249e_1		1	game/syp.rpy	4755	"[what]"
R2Cat1Quest5_ece83569_2		неверно	game/syp.rpy	4763	"[what]"
R2Cat1Quest5_1c5c249e_2		1	game/syp.rpy	4764	"[what]"
R2Cat1Quest5_1c5c249e_3		1	game/syp.rpy	4774	"[what]"
R2Cat1Quest5_15c8a56f_1		верно	game/syp.rpy	4775	"[what]"
R2Cat1Quest5_0ba552e1		2	game/syp.rpy	4782	"[what]"
R2Cat1Quest5_ece83569_3		неверно	game/syp.rpy	4783	"[what]"
R2Cat1Quest5_1c5c249e_4		1	game/syp.rpy	4784	"[what]"
R2Cat1Quest5_3c35da68		3	game/syp.rpy	4791	"[what]"
R2Cat1Quest5_ece83569_4		неверно	game/syp.rpy	4792	"[what]"
R2Cat1Quest5_1c5c249e_5		1	game/syp.rpy	4793	"[what]"
R2Cat1Quest5_25899285		4	game/syp.rpy	4800	"[what]"
R2Cat1Quest5_ece83569_5		неверно	game/syp.rpy	4801	"[what]"
R2Cat1Quest5_1c5c249e_6		1	game/syp.rpy	4802	"[what]"
R2Cat1Quest5_1c5c249e_7		1	game/syp.rpy	4812	"[what]"
R2Cat1Quest5_15c8a56f_2		верно	game/syp.rpy	4813	"[what]"
R2Cat1Quest5_0ba552e1_1		2	game/syp.rpy	4820	"[what]"
R2Cat1Quest5_ece83569_6		неверно	game/syp.rpy	4821	"[what]"
R2Cat1Quest5_1c5c249e_8		1	game/syp.rpy	4822	"[what]"
R2Cat1Quest5_3c35da68_1		3	game/syp.rpy	4829	"[what]"
R2Cat1Quest5_ece83569_7		неверно	game/syp.rpy	4830	"[what]"
R2Cat1Quest5_1c5c249e_9		1	game/syp.rpy	4831	"[what]"
R2Cat1Quest5_25899285_1		4	game/syp.rpy	4838	"[what]"
R2Cat1Quest5_ece83569_8		неверно	game/syp.rpy	4839	"[what]"
R2Cat1Quest5_1c5c249e_10		1	game/syp.rpy	4840	"[what]"
R2Cat1Quest5_1c5c249e_11		1	game/syp.rpy	4850	"[what]"
R2Cat1Quest5_15c8a56f_3		верно	game/syp.rpy	4851	"[what]"
R2Cat1Quest5_0ba552e1_2		2	game/syp.rpy	4858	"[what]"
R2Cat1Quest5_ece83569_9		неверно	game/syp.rpy	4859	"[what]"
R2Cat1Quest5_1c5c249e_12		1	game/syp.rpy	4860	"[what]"
R2Cat1Quest5_3c35da68_2		3	game/syp.rpy	4867	"[what]"
R2Cat1Quest5_ece83569_10		неверно	game/syp.rpy	4868	"[what]"
R2Cat1Quest5_1c5c249e_13		1	game/syp.rpy	4869	"[what]"
R2Cat1Quest5_25899285_2		4	game/syp.rpy	4876	"[what]"
R2Cat1Quest5_ece83569_11		неверно	game/syp.rpy	4877	"[what]"
R2Cat1Quest5_1c5c249e_14		1	game/syp.rpy	4878	"[what]"
Round2Cat2_74b8e920	gg	Страны	game/syp.rpy	4907	gg "[what]"
Round2Cat2_5e2d247b	team1	Страны	game/syp.rpy	4925	team1 "[what]"
Round2Cat2_7d102a53	team1	Вопрос за 100	game/syp.rpy	4928	team1 "[what]"
Round2Cat2_e8667ad6	team1	Вопрос за 200	game/syp.rpy	4932	team1 "[what]"
Round2Cat2_39b08480	team1	Вопрос за 300	game/syp.rpy	4936	team1 "[what]"
Round2Cat2_dfeaa346	team1	Вопрос за 400	game/syp.rpy	4940	team1 "[what]"
Round2Cat2_9f5eba14	team1	Вопрос за 500	game/syp.rpy	4944	team1 "[what]"
Round2Cat2_50939d3e		Этого вопроса нет	game/syp.rpy	4947	"[what]"
Round2Cat2_09996b72	team2	Страны	game/syp.rpy	4951	team2 "[what]"
Round2Cat2_30989ade	team2	Вопрос за 100	game/syp.rpy	4954	team2 "[what]"
Round2Cat2_41efe3fd	team2	Вопрос за 200	game/syp.rpy	4958	team2 "[what]"
Round2Cat2_6ba4aac8	team2	Вопрос за 300	game/syp.rpy	4962	team2 "[what]"
Round2Cat2_a252cc3e	team2	Вопрос за 400	game/syp.rpy	4966	team2 "[what]"
Round2Cat2_4ddb19b7	team2	Вопрос за 500	game/syp.rpy	4970	team2 "[what]"
Round2Cat2_50939d3e_1		Этого вопроса нет	game/syp.rpy	4973	"[what]"
Round2Cat2_309c238a	team3	Страны	game/syp.rpy	4977	team3 "[what]"
Round2Cat2_97d0018a	team3	Вопрос за 100	game/syp.rpy	4980	team3 "[what]"
Round2Cat2_5c7823aa	team3	Вопрос за 200	game/syp.rpy	4984	team3 "[what]"
Round2Cat2_126d9007	team3	Вопрос за 300	game/syp.rpy	4988	team3 "[what]"
Round2Cat2_ccdd5b84	team3	Вопрос за 400	game/syp.rpy	4992	team3 "[what]"
Round2Cat2_58e0b263	team3	Вопрос за 500	game/syp.rpy	4996	team3 "[what]"
Round2Cat2_50939d3e_2		Этого вопроса нет	game/syp.rpy	4999	"[what]"
R2Cat2Quest1_8f2feae2	leader	Вопрос за 100	game/syp.rpy	5010	leader "[what]"
R2Cat2Quest1_02c654e8		Это государство когда-то было самым большим в мире	game/syp.rpy	5011	"[what]"
R2Cat2Quest1_15c8a56f		верно	game/syp.rpy	5015	"[what]"
R2Cat2Quest1_ece83569		неверно	game/syp.rpy	5023	"[what]"
R2Cat2Quest1_5664cbf7		Монголия	game/syp.rpy	5024	"[what]"
R2Cat2Quest1_ece83569_1		неверно	game/syp.rpy	5032	"[what]"
R2Cat2Quest1_5664cbf7_1		Монголия	game/syp.rpy	5033	"[what]"
R2Cat2Quest1_ece83569_2		неверно	game/syp.rpy	5041	"[what]"
R2Cat2Quest1_5664cbf7_2		Монголия	game/syp.rpy	5042	"[what]"
R2Cat2Quest1_5664cbf7_3		Монголия	game/syp.rpy	5052	"[what]"
R2Cat2Quest1_15c8a56f_1		верно	game/syp.rpy	5053	"[what]"
R2Cat2Quest1_414c3780		Китай	game/syp.rpy	5060	"[what]"
R2Cat2Quest1_ece83569_3		неверно	game/syp.rpy	5061	"[what]"
R2Cat2Quest1_5664cbf7_4		Монголия	game/syp.rpy	5062	"[what]"
R2Cat2Quest1_439ce82e		Франция	game/syp.rpy	5069	"[what]"
R2Cat2Quest1_ece83569_4		неверно	game/syp.rpy	5070	"[what]"
R2Cat2Quest1_5664cbf7_5		Монголия	game/syp.rpy	5071	"[what]"
R2Cat2Quest1_04bd0b49		Российская Империя	game/syp.rpy	5078	"[what]"
R2Cat2Quest1_ece83569_5		неверно	game/syp.rpy	5079	"[what]"
R2Cat2Quest1_5664cbf7_6		Монголия	game/syp.rpy	5080	"[what]"
R2Cat2Quest1_5664cbf7_7		Монголия	game/syp.rpy	5090	"[what]"
R2Cat2Quest1_15c8a56f_2		верно	game/syp.rpy	5091	"[what]"
R2Cat2Quest1_414c3780_1		Китай	game/syp.rpy	5098	"[what]"
R2Cat2Quest1_ece83569_6		неверно	game/syp.rpy	5099	"[what]"
R2Cat2Quest1_5664cbf7_8		Монголия	game/syp.rpy	5100	"[what]"
R2Cat2Quest1_439ce82e_1		Франция	game/syp.rpy	5107	"[what]"
R2Cat2Quest1_ece83569_7		неверно	game/syp.rpy	5108	"[what]"
R2Cat2Quest1_5664cbf7_9		Монголия	game/syp.rpy	5109	"[what]"
R2Cat2Quest1_04bd0b49_1		Российская Империя	game/syp.rpy	5116	"[what]"
R2Cat2Quest1_ece83569_8		неверно	game/syp.rpy	5117	"[what]"
R2Cat2Quest1_5664cbf7_10		Монголия	game/syp.rpy	5118	"[what]"
R2Cat2Quest1_5664cbf7_11		Монголия	game/syp.rpy	5128	"[what]"
R2Cat2Quest1_15c8a56f_3		верно	game/syp.rpy	5129	"[what]"
R2Cat2Quest1_414c3780_2		Китай	game/syp.rpy	5136	"[what]"
R2Cat2Quest1_ece83569_9		неверно	game/syp.rpy	5137	"[what]"
R2Cat2Quest1_5664cbf7_12		Монголия	game/syp.rpy	5138	"[what]"
R2Cat2Quest1_439ce82e_2		Франция	game/syp.rpy	5145	"[what]"
R2Cat2Quest1_ece83569_10		неверно	game/syp.rpy	5146	"[what]"
R2Cat2Quest1_5664cbf7_13		Монголия	game/syp.rpy	5147	"[what]"
R2Cat2Quest1_04bd0b49_2		Российская Империя	game/syp.rpy	5154	"[what]"
R2Cat2Quest1_ece83569_11		неверно	game/syp.rpy	5155	"[what]"
R2Cat2Quest1_5664cbf7_14		Монголия	game/syp.rpy	5156	"[what]"
R2Cat2Quest2_b2042386	leader	Вопрос за 200	game/syp.rpy	5171	leader "[what]"
R2Cat2Quest2_5c182644		Пятая республика	game/syp.rpy	5172	"[what]"
R2Cat2Quest2_15c8a56f		верно	game/syp.rpy	5176	"[what]"
R2Cat2Quest2_ece83569		неверно	game/syp.rpy	5184	"[what]"
R2Cat2Quest2_439ce82e		Франция	game/syp.rpy	5185	"[what]"
R2Cat2Quest2_ece83569_1		неверно	game/syp.rpy	5193	"[what]"
R2Cat2Quest2_439ce82e_1		Франция	game/syp.rpy	5194	"[what]"
R2Cat2Quest2_ece83569_2		неверно	game/syp.rpy	5202	"[what]"
R2Cat2Quest2_439ce82e_2		Франция	game/syp.rpy	5203	"[what]"
R2Cat2Quest2_439ce82e_3		Франция	game/syp.rpy	5213	"[what]"
R2Cat2Quest2_15c8a56f_1		верно	game/syp.rpy	5214	"[what]"
R2Cat2Quest2_002d5c29		КНР	game/syp.rpy	5221	"[what]"
R2Cat2Quest2_ece83569_3		неверно	game/syp.rpy	5222	"[what]"
R2Cat2Quest2_439ce82e_4		Франция	game/syp.rpy	5223	"[what]"
R2Cat2Quest2_3dac92de		Англия	game/syp.rpy	5230	"[what]"
R2Cat2Quest2_ece83569_4		неверно	game/syp.rpy	5231	"[what]"
R2Cat2Quest2_439ce82e_5		Франция	game/syp.rpy	5232	"[what]"
R2Cat2Quest2_318489f7		Италия	game/syp.rpy	5239	"[what]"
R2Cat2Quest2_ece83569_5		неверно	game/syp.rpy	5240	"[what]"
R2Cat2Quest2_439ce82e_6		Франция	game/syp.rpy	5241	"[what]"
R2Cat2Quest2_439ce82e_7		Франция	game/syp.rpy	5251	"[what]"
R2Cat2Quest2_15c8a56f_2		верно	game/syp.rpy	5252	"[what]"
R2Cat2Quest2_002d5c29_1		КНР	game/syp.rpy	5259	"[what]"
R2Cat2Quest2_ece83569_6		неверно	game/syp.rpy	5260	"[what]"
R2Cat2Quest2_439ce82e_8		Франция	game/syp.rpy	5261	"[what]"
R2Cat2Quest2_3dac92de_1		Англия	game/syp.rpy	5268	"[what]"
R2Cat2Quest2_ece83569_7		неверно	game/syp.rpy	5269	"[what]"
R2Cat2Quest2_439ce82e_9		Франция	game/syp.rpy	5270	"[what]"
R2Cat2Quest2_318489f7_1		Италия	game/syp.rpy	5277	"[what]"
R2Cat2Quest2_ece83569_8		неверно	game/syp.rpy	5278	"[what]"
R2Cat2Quest2_439ce82e_10		Франция	game/syp.rpy	5279	"[what]"
R2Cat2Quest2_439ce82e_11		Франция	game/syp.rpy	5289	"[what]"
R2Cat2Quest2_15c8a56f_3		верно	game/syp.rpy	5290	"[what]"
R2Cat2Quest2_002d5c29_2		КНР	game/syp.rpy	5297	"[what]"
R2Cat2Quest2_ece83569_9		неверно	game/syp.rpy	5298	"[what]"
R2Cat2Quest2_439ce82e_12		Франция	game/syp.rpy	5299	"[what]"
R2Cat2Quest2_3dac92de_2		Англия	game/syp.rpy	5306	"[what]"
R2Cat2Quest2_ece83569_10		неверно	game/syp.rpy	5307	"[what]"
R2Cat2Quest2_439ce82e_13		Франция	game/syp.rpy	5308	"[what]"
R2Cat2Quest2_318489f7_2		Италия	game/syp.rpy	5315	"[what]"
R2Cat2Quest2_ece83569_11		неверно	game/syp.rpy	5316	"[what]"
R2Cat2Quest2_439ce82e_14		Франция	game/syp.rpy	5317	"[what]"
R2Cat2Quest3_fe9df662	leader	Вопрос за 300	game/syp.rpy	5332	leader "[what]"
R2Cat2Quest3_aec6315f		Родина кантри-музыки 	game/syp.rpy	5333	"[what]"
R2Cat2Quest3_15c8a56f		верно	game/syp.rpy	5337	"[what]"
R2Cat2Quest3_ece83569		неверно	game/syp.rpy	5345	"[what]"
R2Cat2Quest3_ba332a24		США	game/syp.rpy	5346	"[what]"
R2Cat2Quest3_ece83569_1		неверно	game/syp.rpy	5354	"[what]"
R2Cat2Quest3_ba332a24_1		США	game/syp.rpy	5355	"[what]"
R2Cat2Quest3_ece83569_2		неверно	game/syp.rpy	5363	"[what]"
R2Cat2Quest3_ba332a24_2		США	game/syp.rpy	5364	"[what]"
R2Cat2Quest3_ba332a24_3		США	game/syp.rpy	5374	"[what]"
R2Cat2Quest3_15c8a56f_1		верно	game/syp.rpy	5375	"[what]"
R2Cat2Quest3_f7e586a7		Мексика	game/syp.rpy	5382	"[what]"
R2Cat2Quest3_ece83569_3		неверно	game/syp.rpy	5383	"[what]"
R2Cat2Quest3_ba332a24_4		США	game/syp.rpy	5384	"[what]"
R2Cat2Quest3_31779bf5		Канада	game/syp.rpy	5391	"[what]"
R2Cat2Quest3_ece83569_4		неверно	game/syp.rpy	5392	"[what]"
R2Cat2Quest3_ba332a24_5		США	game/syp.rpy	5393	"[what]"
R2Cat2Quest3_bb0edf6f		Куба	game/syp.rpy	5400	"[what]"
R2Cat2Quest3_ece83569_5		неверно	game/syp.rpy	5401	"[what]"
R2Cat2Quest3_ba332a24_6		США	game/syp.rpy	5402	"[what]"
R2Cat2Quest3_ba332a24_7		США	game/syp.rpy	5412	"[what]"
R2Cat2Quest3_15c8a56f_2		верно	game/syp.rpy	5413	"[what]"
R2Cat2Quest3_f7e586a7_1		Мексика	game/syp.rpy	5420	"[what]"
R2Cat2Quest3_ece83569_6		неверно	game/syp.rpy	5421	"[what]"
R2Cat2Quest3_ba332a24_8		США	game/syp.rpy	5422	"[what]"
R2Cat2Quest3_31779bf5_1		Канада	game/syp.rpy	5429	"[what]"
R2Cat2Quest3_ece83569_7		неверно	game/syp.rpy	5430	"[what]"
R2Cat2Quest3_ba332a24_9		США	game/syp.rpy	5431	"[what]"
R2Cat2Quest3_bb0edf6f_1		Куба	game/syp.rpy	5438	"[what]"
R2Cat2Quest3_ece83569_8		неверно	game/syp.rpy	5439	"[what]"
R2Cat2Quest3_ba332a24_10		США	game/syp.rpy	5440	"[what]"
R2Cat2Quest3_ba332a24_11		США	game/syp.rpy	5450	"[what]"
R2Cat2Quest3_15c8a56f_3		верно	game/syp.rpy	5451	"[what]"
R2Cat2Quest3_f7e586a7_2		Мексика	game/syp.rpy	5458	"[what]"
R2Cat2Quest3_ece83569_9		неверно	game/syp.rpy	5459	"[what]"
R2Cat2Quest3_ba332a24_12		США	game/syp.rpy	5460	"[what]"
R2Cat2Quest3_31779bf5_2		Канада	game/syp.rpy	5467	"[what]"
R2Cat2Quest3_ece83569_10		неверно	game/syp.rpy	5468	"[what]"
R2Cat2Quest3_ba332a24_13		США	game/syp.rpy	5469	"[what]"
R2Cat2Quest3_bb0edf6f_2		Куба	game/syp.rpy	5476	"[what]"
R2Cat2Quest3_ece83569_11		неверно	game/syp.rpy	5477	"[what]"
R2Cat2Quest3_ba332a24_14		США	game/syp.rpy	5478	"[what]"
R2Cat2Quest4_4227b78b	leader	Вопрос за 400	game/syp.rpy	5493	leader "[what]"
R2Cat2Quest4_f06022d9		Данное государство было прозвано Балканской Пруссией 	game/syp.rpy	5494	"[what]"
R2Cat2Quest4_15c8a56f		верно	game/syp.rpy	5498	"[what]"
R2Cat2Quest4_ece83569		неверно	game/syp.rpy	5506	"[what]"
R2Cat2Quest4_28a2136e		Болгария	game/syp.rpy	5507	"[what]"
R2Cat2Quest4_ece83569_1		неверно	game/syp.rpy	5515	"[what]"
R2Cat2Quest4_28a2136e_1		Болгария	game/syp.rpy	5516	"[what]"
R2Cat2Quest4_ece83569_2		неверно	game/syp.rpy	5524	"[what]"
R2Cat2Quest4_28a2136e_2		Болгария	game/syp.rpy	5525	"[what]"
R2Cat2Quest4_28a2136e_3		Болгария	game/syp.rpy	5535	"[what]"
R2Cat2Quest4_15c8a56f_1		верно	game/syp.rpy	5536	"[what]"
R2Cat2Quest4_a7d2ad8e		Сербия	game/syp.rpy	5543	"[what]"
R2Cat2Quest4_ece83569_3		неверно	game/syp.rpy	5544	"[what]"
R2Cat2Quest4_28a2136e_4		Болгария	game/syp.rpy	5545	"[what]"
R2Cat2Quest4_38b739c7		Румыния	game/syp.rpy	5552	"[what]"
R2Cat2Quest4_ece83569_4		неверно	game/syp.rpy	5553	"[what]"
R2Cat2Quest4_28a2136e_5		Болгария	game/syp.rpy	5554	"[what]"
R2Cat2Quest4_b088f28d		Черногория	game/syp.rpy	5561	"[what]"
R2Cat2Quest4_ece83569_5		неверно	game/syp.rpy	5562	"[what]"
R2Cat2Quest4_28a2136e_6		Болгария	game/syp.rpy	5563	"[what]"
R2Cat2Quest4_28a2136e_7		Болгария	game/syp.rpy	5573	"[what]"
R2Cat2Quest4_15c8a56f_2		верно	game/syp.rpy	5574	"[what]"
R2Cat2Quest4_a7d2ad8e_1		Сербия	game/syp.rpy	5581	"[what]"
R2Cat2Quest4_ece83569_6		неверно	game/syp.rpy	5582	"[what]"
R2Cat2Quest4_28a2136e_8		Болгария	game/syp.rpy	5583	"[what]"
R2Cat2Quest4_38b739c7_1		Румыния	game/syp.rpy	5590	"[what]"
R2Cat2Quest4_ece83569_7		неверно	game/syp.rpy	5591	"[what]"
R2Cat2Quest4_28a2136e_9		Болгария	game/syp.rpy	5592	"[what]"
R2Cat2Quest4_b088f28d_1		Черногория	game/syp.rpy	5599	"[what]"
R2Cat2Quest4_ece83569_8		неверно	game/syp.rpy	5600	"[what]"
R2Cat2Quest4_28a2136e_10		Болгария	game/syp.rpy	5601	"[what]"
R2Cat2Quest4_28a2136e_11		Болгария	game/syp.rpy	5611	"[what]"
R2Cat2Quest4_15c8a56f_3		верно	game/syp.rpy	5612	"[what]"
R2Cat2Quest4_a7d2ad8e_2		Сербия	game/syp.rpy	5619	"[what]"
R2Cat2Quest4_ece83569_9		неверно	game/syp.rpy	5620	"[what]"
R2Cat2Quest4_28a2136e_12		Болгария	game/syp.rpy	5621	"[what]"
R2Cat2Quest4_38b739c7_2		Румыния	game/syp.rpy	5628	"[what]"
R2Cat2Quest4_ece83569_10		неверно	game/syp.rpy	5629	"[what]"
R2Cat2Quest4_28a2136e_13		Болгария	game/syp.rpy	5630	"[what]"
R2Cat2Quest4_b088f28d_2		Черногория	game/syp.rpy	5637	"[what]"
R2Cat2Quest4_ece83569_11		неверно	game/syp.rpy	5638	"[what]"
R2Cat2Quest4_28a2136e_14		Болгария	game/syp.rpy	5639	"[what]"
R2Cat2Quest5_f8b612b3	leader	Вопрос за 500	game/syp.rpy	5654	leader "[what]"
R2Cat2Quest5_608f7e84		Назовите государство	game/syp.rpy	5655	"[what]"
R2Cat2Quest5_138886e3		Австро-Венгрия	game/syp.rpy	5681	"[what]"
R2Cat2Quest5_15c8a56f		верно	game/syp.rpy	5682	"[what]"
R2Cat2Quest5_5664cbf7		Монголия	game/syp.rpy	5690	"[what]"
R2Cat2Quest5_ece83569		неверно	game/syp.rpy	5691	"[what]"
R2Cat2Quest5_138886e3_1		Австро-Венгрия	game/syp.rpy	5692	"[what]"
R2Cat2Quest5_439ce82e		Франция	game/syp.rpy	5700	"[what]"
R2Cat2Quest5_ece83569_1		неверно	game/syp.rpy	5701	"[what]"
R2Cat2Quest5_138886e3_2		Австро-Венгрия	game/syp.rpy	5702	"[what]"
R2Cat2Quest5_414c3780		Китай	game/syp.rpy	5710	"[what]"
R2Cat2Quest5_ece83569_2		неверно	game/syp.rpy	5711	"[what]"
R2Cat2Quest5_138886e3_3		Австро-Венгрия	game/syp.rpy	5712	"[what]"
R2Cat2Quest5_138886e3_4		Австро-Венгрия	game/syp.rpy	5723	"[what]"
R2Cat2Quest5_15c8a56f_1		верно	game/syp.rpy	5724	"[what]"
R2Cat2Quest5_5664cbf7_1		Монголия	game/syp.rpy	5732	"[what]"
R2Cat2Quest5_ece83569_3		неверно	game/syp.rpy	5733	"[what]"
R2Cat2Quest5_138886e3_5		Австро-Венгрия	game/syp.rpy	5734	"[what]"
R2Cat2Quest5_439ce82e_1		Франция	game/syp.rpy	5742	"[what]"
R2Cat2Quest5_ece83569_4		неверно	game/syp.rpy	5743	"[what]"
R2Cat2Quest5_138886e3_6		Австро-Венгрия	game/syp.rpy	5744	"[what]"
R2Cat2Quest5_414c3780_1		Китай	game/syp.rpy	5752	"[what]"
R2Cat2Quest5_ece83569_5		неверно	game/syp.rpy	5753	"[what]"
R2Cat2Quest5_138886e3_7		Австро-Венгрия	game/syp.rpy	5754	"[what]"
R2Cat2Quest5_138886e3_8		Австро-Венгрия	game/syp.rpy	5765	"[what]"
R2Cat2Quest5_15c8a56f_2		верно	game/syp.rpy	5766	"[what]"
R2Cat2Quest5_5664cbf7_2		Монголия	game/syp.rpy	5774	"[what]"
R2Cat2Quest5_ece83569_6		неверно	game/syp.rpy	5775	"[what]"
R2Cat2Quest5_138886e3_9		Австро-Венгрия	game/syp.rpy	5776	"[what]"
R2Cat2Quest5_439ce82e_2		Франция	game/syp.rpy	5784	"[what]"
R2Cat2Quest5_ece83569_7		неверно	game/syp.rpy	5785	"[what]"
R2Cat2Quest5_138886e3_10		Австро-Венгрия	game/syp.rpy	5786	"[what]"
R2Cat2Quest5_414c3780_2		Китай	game/syp.rpy	5794	"[what]"
R2Cat2Quest5_ece83569_8		неверно	game/syp.rpy	5795	"[what]"
R2Cat2Quest5_138886e3_11		Австро-Венгрия	game/syp.rpy	5796	"[what]"
Round2Cat3_b1a22c2b	gg	Изобретения	game/syp.rpy	5826	gg "[what]"
Round2Cat3_8f6d4e64	team1	Изобретения	game/syp.rpy	5844	team1 "[what]"
Round2Cat3_7d102a53	team1	Вопрос за 100	game/syp.rpy	5847	team1 "[what]"
Round2Cat3_e8667ad6	team1	Вопрос за 200	game/syp.rpy	5851	team1 "[what]"
Round2Cat3_39b08480	team1	Вопрос за 300	game/syp.rpy	5855	team1 "[what]"
Round2Cat3_dfeaa346	team1	Вопрос за 400	game/syp.rpy	5859	team1 "[what]"
Round2Cat3_9f5eba14	team1	Вопрос за 500	game/syp.rpy	5863	team1 "[what]"
Round2Cat3_50939d3e		Этого вопроса нет	game/syp.rpy	5866	"[what]"
Round2Cat3_a53829f4	team2	Изобретения	game/syp.rpy	5870	team2 "[what]"
